Volume(m^3),Weight(Kg),Power Consumption(kW),Airflow(CMH),Refrigerant Charge(KG),Capcity(kW)
2.565175948,373.1969503,22.4171145,18762,14.59937223,68
2.610228336,369.9230137,25.57062584,18544,8.358537041,73.5
1.731016666,247.590774,8.460253657,12745,8.610792502,22.4
2.083949038,243.2821304,9.698060726,12696,11.46753681,28
1.908731652,258.7889728,10.31639435,14095,8.260762977,33.5
1.885535759,253.7113746,10.88092048,14068,12.06985213,40
2.735245756,367.1452413,16.03916359,17624,14.01057262,45
3.030164638,362.1720163,18.85885667,17734,11.69718651,50
2.114711481,374.6612148,17.29949208,19548,12.67416649,56
2.558106974,374.4571546,18.45794411,19780,8.389595741,60
1.972511363,267.6424702,7.763424532,12761,11.25800554,22.4
2.377956324,273.6497258,10.05200886,12537,12.58967089,28
2.04572598,277.3437606,7.860389499,12684,10.50666914,33.6
3.032264248,366.6177462,11.71746428,16079,15.46523377,39.2
2.683219027,382.2683146,12.63006968,17607,14.34368554,44.8
3.045815085,416.3467848,20.46298781,21475,8.749862302,56
2.485782131,410.9231763,16.65753915,21663,12.68723482,61.6
3.722614704,446.4408696,27.17724628,23956,10.80611559,78.4
1.602042434,128.5062254,4.131311341,9597,7.844599704,22.4
1.249783338,133.7462988,10.25296697,10240,3.841307404,28
2.087791963,211.6630996,4.949552596,14263,7.347003834,22.4
1.890750591,214.1344531,5.671850608,14238,3.488453135,28
2.665050311,314.369937,8.711492245,14623,6.69866542,40
2.41770378,315.3687441,14.10136568,14543,9.104601842,45
3.365649313,374.7939828,16.16554527,24750,11.03437672,50
3.806043193,372.4926925,20.8178817,24936,10.94216656,56
2.779213977,259.5635102,0.053945295,13215,6.922525553,22.4
2.762349902,263.51326,5.383642938,13869,10.21466134,28
3.114952298,284.9444665,8.743785965,14488,5.908794385,33.5
2.754431798,334.2411272,11.53369487,14489,9.709066936,45
1.809189948,228.7157837,1.299696508,9605,6.110952572,14
2.160497867,230.0914329,2.042165311,9575,3.023026444,16
2.296174702,243.8857391,3.572688882,10635,12.72846247,22.4
2.584842976,242.920233,7.349371541,11138,8.252763171,28
1.855273856,238.1876847,7.15772942,12356,11.50066244,33.5
2.326992269,327.7904062,14.68007678,12613,11.31016276,40
2.863632403,327.9604841,16.14533258,13768,11.08745375,45
1.758188971,215.4782526,4.359007578,10349,4.300854563,25.2
2.20764326,219.5909841,11.94438349,11247,9.842310978,28
2.550455398,257.2406911,8.081079226,14642,11.5309843,40
2.298000866,312.8092261,10.67535816,15359,10.81213064,45
3.213682714,327.956418,15.5560469,15319,15.9199729,50.4
2.214167832,363.1650215,17.30999938,16999,16.15516166,56
3.203349951,446.0066561,21.89697019,22515,15.88535087,68
2.628102008,454.9505831,20.52777803,22546,23.82001587,73
3.112244633,454.3571803,26.24726415,22598,19.35915721,78.5
2.056700358,224.9268358,5.485923097,11539,10.62756132,25.2
2.156366663,228.2992481,1.335505198,11845,9.971663747,28
1.788363218,237.9702882,8.037542933,12181,10.93487383,33.5
2.689859941,268.9054081,13.47200222,14154,15.13586314,40
2.608362361,267.4958917,17.99501864,14910,14.74541147,45
2.050346583,328.2228608,13.61587733,16259,14.74213053,50.4
1.993727265,351.4575723,17.94508779,19649,10.75777564,56
2.476842825,349.3179469,12.57480118,19587,17.5238866,61.5
3.272659496,382.4638285,23.36335821,23679,27.36771167,68
3.005795934,401.6449739,18.05275837,26695,18.5939166,73
2.889222081,399.8873309,21.68298007,26728,23.58413773,78.5
3.796265503,502.8051347,25.18410377,27744,26.5064573,85
3.822073034,496.559108,28.6428078,27691,20.83363938,90
3.87466512,499.4449502,28.59660269,29790,28.95053024,95
3.827068261,496.7483179,37.90980504,29806,32.63728309,100
0.889592311,69.1155548,2.434828066,5384,3.16861408,11.2
1.140699463,77.54277273,4.425003825,5253,9.151110419,14
1.303673862,114.6413374,6.121966697,7907,4.040446376,20
0.68877671,115.4030237,9.469410671,8164,6.880086278,22.4
1.307156217,109.4378147,8.608528906,8874,8.91931491,24
1.450314296,184.2165001,0.886713435,8094,4.164180895,16
1.970499106,187.970994,3.904863377,11639,8.05488186,22.4
2.046195468,208.229043,9.805813625,11354,7.49325913,28
2.540837232,216.6464476,4.87899475,12430,2.226628544,33.5
2.100361464,278.5210252,6.388991389,14019,10.06741436,40
2.623246534,274.8665631,8.540715892,13508,7.4450354,45
2.082817922,288.9566177,15.35256258,16621,13.37382856,50
2.563878166,294.0424129,12.92383386,18454,9.624517422,56
1.510456961,182.1671837,5.004210692,7815,2.074372143,16
2.109203787,195.3288591,8.119456215,10663,7.162123063,28
2.04596138,195.0560861,5.936819665,11231,8.611661089,33.5
2.421761467,286.0998301,12.42882593,14760,8.344253083,40
1.890114082,286.2138787,9.989709195,15041,8.818558223,45
2.380432795,173.3820112,2.58060626,7937,6.924948334,16
1.915816137,182.0195246,4.669782257,11523,5.382186687,22.4
1.787479882,185.0533707,5.141967653,11414,6.853332891,28
1.822307727,191.4523669,4.702253338,12175,5.375086878,33.5
2.594992203,217.2408927,9.3896203,16248,8.449936399,40
2.045257245,260.2184923,12.96003218,16055,10.70079607,45
2.238684561,255.1264658,15.96801859,16123,9.444712105,50
2.200866362,212.2784402,6.057934133,11519,4.544072163,25.2
1.984405098,235.9339646,9.53809823,11512,10.98050085,33.5
2.694212388,298.1081424,11.6217552,14770,12.00836822,40
2.455074252,301.2828234,13.71620009,14720,17.6491615,45
2.493200265,341.7645435,14.58954919,16029,15.29527986,56
2.556367656,341.6830235,18.60493713,16348,17.65059662,61.5
1.704415653,233.6376581,4.15239878,11883,9.596075463,25.2
1.84246523,224.8081711,2.929001202,11694,14.19644228,28
2.199560236,226.7183596,12.40907648,11910,14.95404561,33.5
2.864298654,276.3422924,11.03737502,13815,13.58484931,40
2.374298972,284.4213058,14.04417139,13719,7.318647016,45
3.104622579,350.0615376,11.57786973,17813,24.56614573,50
2.711878791,349.6084871,21.16980027,17706,14.28301097,56
2.94379471,344.2197276,20.25153488,17945,16.07967119,61.5
3.557853159,428.5409998,14.64636561,25822,20.53798898,67
3.105683714,430.5061042,21.74331527,25461,19.84905478,73
3.319814559,428.5478068,24.71218571,25925,22.67666604,78.5
3.511777072,473.8149965,24.26965455,24692,28.05958437,85
2.043917906,219.0136966,7.410300253,12386,7.963326128,22.4
2.15862339,228.4733839,5.12818392,12127,6.690687146,28
1.792997885,288.7484016,15.10613914,12192,2.426282786,33.5
3.042599918,359.5789168,11.47814037,14742,9.81479483,40
2.639882505,356.6575703,15.05840759,14968,8.691971435,45
2.699171564,359.8495881,19.51585746,23845,7.486278647,50.4
1.939680528,386.0424742,18.09440019,23369,14.00459594,56
2.640058263,382.1383669,18.22660606,26316,15.157005,61.5
2.399053695,251.0128438,8.350873983,11545,5.152145194,22.4
2.237420824,245.6418986,6.721145561,11675,2.256287039,28
2.215834618,290.8757225,8.587277055,12476,11.5810894,33.5
2.115226077,348.1400478,14.11460624,12851,5.957991282,40
2.690364607,378.2156811,12.94750416,18545,14.69841824,50
2.762318172,404.9063867,11.72857747,21568,12.39621391,56
2.866351838,401.4047295,15.14487408,21807,8.124880839,61.5
4.298880807,574.8708756,12.54724543,24772,21.35948804,68
3.610123857,636.2154055,19.97761715,24855,15.87325383,72.5
3.215755314,696.9651597,13.21798229,24793,18.6291624,80
1.566917915,204.385861,0.140150581,10956,6.66426885,22.4
1.899741374,200.5875285,7.312266096,14193,6.82292246,33.6
2.639176249,228.4832362,6.925991741,16191,17.68791574,40
2.575970614,264.2593016,16.29780248,16148,10.03721382,45
2.539400513,295.0844629,15.77872377,18064,9.96468123,50.4
2.424038727,298.7159638,12.03687287,18148,6.41315326,56
2.191854709,301.3826864,17.87210652,17884,9.081500577,61.6
1.936395952,360.507776,18.03967959,19221,12.68556492,67.2
2.300792455,363.2464182,22.47459521,19608,11.47192854,72.8
2.316791271,184.6744767,4.400405649,11018,4.524535061,22.4
1.913113651,198.7649256,5.557870381,21162,3.201128136,28
2.020507419,212.2065964,9.724821427,13947,6.70077026,33.6
2.53137478,237.7735244,11.86035653,16196,4.653767677,40
2.310562337,270.6445823,13.12851668,16072,7.502203728,45
3.087836948,307.0352605,11.66207535,18337,14.52485299,61.6
2.818428741,359.4364014,15.45094338,19341,10.93586829,67.2
2.733904458,365.2332859,22.1013815,19495,19.16096917,72.8
1.756077588,195.1261681,1.809201542,15094,7.644949185,22.4
2.125188784,216.6060822,2.892998988,15024,8.820658459,28
1.645778496,219.419822,6.83694888,14963,6.254087344,33.6
2.48183846,238.2768528,9.549889183,20038,12.36379085,39.2
2.936905755,235.719237,7.184076059,20063,10.87586413,44.8
2.490077211,298.3774572,11.27984366,19873,18.9188752,50.4
2.616093613,299.4618756,13.0161117,20105,17.11022565,56
2.554826328,299.4605161,17.312409,19894,10.62708473,61.6
2.345980698,310.642975,20.42293245,19981,16.86684613,67.2
2.721571579,312.4877103,20.07466931,19953,14.15693861,72.8
2.17383807,189.2707973,5.607179631,10727,6.141123541,22.4
1.808035334,191.0763921,9.094788843,11016,4.74505486,28
2.346003714,211.5914355,5.975335884,12159,7.956839613,33.5
2.455334433,267.4952766,10.14427849,15189,7.109615008,40
3.241624595,312.272495,7.215364227,16367,12.88632039,45
2.62471274,308.3609917,16.24779368,16036,5.79484748,50
2.679204983,346.5489664,13.4074407,20496,10.87415063,56
2.782942794,364.1511583,8.587947454,20493,10.92651304,61.5
2.831412547,368.0713694,18.26801615,21722,16.08939141,67
1.548769188,168.9218835,2.179095694,7911,2.943327608,22.4
1.557088867,171.3524959,9.410556172,10017,1.176707803,28
2.481748705,217.8977909,5.250651353,10126,9.481905949,22.4
1.686771312,207.9514768,7.514405413,11016,6.593318511,28
2.602549736,210.7751227,8.006639126,11055,9.926188235,33.5
2.24737957,291.0925095,10.25881161,12489,8.697406459,45
2.536260187,318.0042781,17.58170291,12459,5.943191374,50
2.025261631,207.57123,4.572266231,10909,7.411586743,22.4
2.367877082,210.2707452,8.361494852,10789,4.330125535,28
2.738204655,228.2328451,6.358067819,12005,6.663481727,33.5
2.279010284,336.8039162,15.37425443,16337,9.58418744,45
2.681456076,334.8648672,13.28156764,16102,13.39047065,50
3.164113806,382.3758537,20.13783057,20437,14.95554213,56
2.930578847,395.1278049,21.03291782,20556,10.7572311,61.5
1.929020531,222.4881494,3.195346087,11771,13.83417403,28
2.067109118,219.3262661,3.381765136,12496,5.702037062,33.5
1.643291889,246.9698314,10.8041416,14164,5.264155014,40
2.311445989,247.2661257,10.84019501,14137,10.65887319,45
2.614905421,281.515978,15.03148598,17879,7.658196778,50.4
2.337384112,368.4322715,14.86097819,17641,7.727191071,56
2.443112467,368.222003,19.26660723,18742,5.567367617,61.5
2.506060612,372.0730111,15.73876337,18922,11.9853422,68
2.265643832,374.5410777,14.81916688,19953,10.84964667,73.5
2.120036857,251.7397822,9.355364341,11996,13.9660917,22.4
1.961998781,255.9165811,2.811324081,12044,16.84087069,28
2.416990754,283.0288614,7.354749006,13662,10.83445232,33.5
2.093053593,284.1167777,10.5031079,13924,10.96056442,40
2.826560155,279.0428436,15.63313546,14609,8.461788815,45
3.067225062,277.9346237,15.89992689,14315,10.01572102,50
2.174638211,230.4291961,9.455098536,12680,9.009961692,25
2.016216185,224.0135446,7.21821981,12723,9.745056332,28
1.776906705,228.5465728,9.781778648,12538,7.374873777,33.5
2.846563017,292.8652736,16.13351263,14613,11.18055437,40
2.031435686,286.8242518,20.22752283,14845,6.054939518,45
2.941180806,432.3119425,6.272996231,19493,12.7080457,50
1.993829648,433.9214803,16.55803494,21614,12.7577712,56
2.640703596,431.1096759,15.14825266,22888,16.71826011,61.5
2.439751432,224.002609,12.48592788,12622,10.12936824,28
2.200084903,219.4126532,5.547123423,12805,13.33691592,33.5
2.535296911,291.4776698,12.6250395,14943,13.61294932,40
2.534412723,286.49217,11.94188253,14671,10.43673555,45
3.037347631,286.3706673,13.48351575,14529,13.43119416,50
3.274979742,432.4472725,23.04549548,26390,23.82195725,56
3.182106943,425.7787664,19.41899784,26880,14.96793875,67
2.934887106,466.8425381,19.47163108,27768,20.48003892,73
2.803903791,488.9955609,25.43478864,27868,21.95030196,78.5
2.72295426,487.0266889,26.1582107,27944,24.90307246,85
3.038213379,487.7716158,24.40765081,27797,24.32852218,90
2.143718202,223.190677,5.67953148,12686,4.768273559,25
1.994663913,226.7032035,5.207177594,12962,8.400408247,28
2.130718652,223.9113095,3.287582835,12691,14.19463307,33.5
2.422096311,284.2024677,9.740391681,14904,12.08191397,40
2.594419713,289.3640208,13.41745984,14909,11.60400253,45
3.080742382,291.0317662,14.90410471,14783,8.766932604,50
2.879029064,428.97837,19.90597522,26621,17.00745858,61.5
3.353787243,428.6591801,19.47011362,26759,17.30989615,67
3.905779688,452.5793568,21.87590563,28072,18.93400117,73
3.977195575,484.0500027,28.93194793,27880,15.73142476,85
3.504789261,493.3408206,30.77575306,27967,26.09701382,90
2.741314842,277.9488304,5.246957981,15531,10.16582465,25.4
2.439572691,281.2892343,5.737972285,15607,10.02307917,28.9
2.441142499,275.6503845,5.430248077,15834,5.740419253,34.8
2.46303383,274.2363846,4.565831891,15807,6.500543235,41.5
2.444149295,344.9328184,17.31267391,16992,11.68810213,51.5
3.271835071,344.1962794,16.72763836,17108,12.14555675,57.8
2.867443025,369.795672,18.46357348,17001,8.607991865,63.7
2.659555732,367.5541463,24.88899267,16934,5.875064049,70.4
0.978315815,81.20482433,1.76982802,4488,4.062195545,9
1.645516322,121.4446911,2.356580188,7246,3.555030282,15
1.121435883,116.9642609,5.632728066,6941,3.145975835,15
1.179654325,121.6606002,7.171471853,7277,3.170558599,18
2.474737199,240.1336966,8.008061721,12308,9.410786039,22.6
2.273721658,242.6790778,6.092916945,11809,12.10674053,28
3.038877046,358.9092588,10.90083178,14833,8.303377044,33.5
2.865280126,364.3549448,6.973039552,14997,13.4772079,40
1.809693652,240.3067367,8.115833157,11726,12.32845406,23.9
2.474786345,239.8855909,6.904761347,11644,5.740105154,29.3
2.98826059,366.0211053,8.821500417,15172,7.700038536,35.1
2.759658229,365.6736345,17.38021381,14531,7.464185144,41.7
2.986291773,366.8041124,9.370234825,14853,8.403453906,45
0.533753131,107.0390385,2.909277903,7702,5.61192033,12.1
1.466908087,106.6794887,1.992875816,8112,6.476296561,14
1.309030792,105.7307272,5.639644351,8151,7.225050199,15.5
1.833033654,149.6426273,6.294946627,10959,2.167516363,22.6
1.80303201,149.6462116,10.22601626,10680,4.31928877,28
1.611747571,149.5474527,9.423502683,10725,6.352377798,31.5
2.620268007,221.3995772,4.236989855,11539,14.70945819,25.2
1.628033329,222.4618438,6.766994231,11826,10.49465605,28
2.297671695,225.4919462,9.152382239,13044,7.171609989,33.5
1.937472964,249.108341,16.25475907,14432,11.51565123,40
2.050431901,239.0501455,13.91563257,14191,8.348763983,45
2.731243863,279.2058554,16.94648261,17764,4.805993656,50.4
2.962854723,368.1586265,14.59287301,17600,7.413850368,56
2.308617417,371.6915271,14.26865001,18885,8.824028035,61.5
2.745696661,372.911472,21.96580947,18852,13.65646503,68
2.598237385,369.1731482,25.24270374,18621,9.823662456,73.5
1.668892735,249.1082935,9.18964108,12844,7.625274563,22.4
2.205438853,243.2039204,9.731166167,12781,9.620319267,28
2.098327676,258.4203902,11.3485661,14159,8.73656524,33.5
2.148114159,253.1941449,10.12298775,14230,14.57130202,40
2.79114347,368.359734,15.97646321,17653,14.45418691,45
3.087506505,362.7723291,18.30910961,17844,13.38851541,50
2.109854215,375.0058994,17.39449022,19615,13.55428453,56
2.652585606,373.0329165,17.76660445,19866,8.328866796,60
2.263932216,267.3507166,8.565944451,12864,11.20402604,22.4
2.379071498,273.0336871,9.670213429,12671,11.36088041,28
2.206365813,277.5468935,8.165367823,12698,10.6331261,33.6
3.190985152,367.0397434,11.27238115,16238,15.1242224,39.2
2.7770541,382.9960002,12.53308595,17688,14.68017633,44.8
3.053258109,416.3509722,21.56798479,21541,6.098004384,56
2.524364745,410.0814834,14.64823002,21610,13.96378236,61.6
3.813663346,446.419344,27.94161433,24029,9.58469066,78.4
1.654652869,128.2776737,4.993643943,9670,8.957814288,22.4
1.21254682,133.9586203,11.29830444,10389,2.705971669,28
2.069213953,211.2335164,6.350922339,14411,6.682781208,22.4
1.989313359,212.8408238,7.613986958,14374,5.20397674,28
2.679559291,314.4478499,8.060861221,14702,6.134245671,40
2.523731798,316.0742061,13.24334322,14656,9.098947825,45
3.691734471,377.0170327,16.19451021,24787,11.40222497,50
3.978451421,372.0329996,20.05133099,25004,12.69340049,56
2.894197239,258.8071159,1.513324892,13287,8.761687906,22.4
2.945261601,263.91012,5.491471223,14081,11.15367427,28
3.287579602,282.8915322,8.135542399,14554,4.580692863,33.5
2.856996948,333.9111841,12.03777191,14636,9.672879213,45
2.141314974,229.2032231,1.283128728,9720,6.508244949,14
2.178692104,230.3956055,4.425011123,9695,4.351119004,16
2.383635527,242.2432235,3.000525603,10705,12.09169157,22.4
2.407029186,243.3164645,7.588302825,11285,8.944452445,28
2.049197364,237.2360068,5.968430437,12464,11.53467389,33.5
2.253862897,328.4166707,15.38293648,12819,11.52161771,40
2.926128336,327.1405673,17.14502032,13777,11.37720723,45
1.940988674,214.6391413,3.840039615,10503,3.05439492,25.2
2.445924407,219.4726076,10.53300318,11385,9.667443779,28
2.784121895,257.2802068,7.345546633,14805,11.13599598,40
2.522311658,312.3740089,9.729159322,15380,10.76908972,45
3.388584239,328.413478,14.79366429,15469,14.84777955,50.4
2.324878877,363.1904895,17.21073463,17150,16.1436777,56
3.370495225,446.6501545,23.01921838,22635,15.20628887,68
2.761782125,454.536927,18.3241056,22682,24.8528166,73
3.153046244,455.0292299,26.44571937,22754,20.59040101,78.5
2.122646295,225.3064945,5.558230805,11637,9.414875875,25.2
2.214323372,226.4735424,1.27031326,12000,9.375202053,28
1.965125353,238.4301724,8.807900405,12290,9.567435681,33.5
2.933936436,269.1913306,12.32771923,14203,14.92363774,40
2.766964961,267.6278868,17.8378582,14974,15.13488694,45
2.154733275,326.5816941,12.80085055,16394,15.44694521,50.4
2.334774598,350.9004412,17.15913013,19718,11.10020544,56
2.562663786,351.0583569,11.19429181,19642,15.92607697,61.5
3.418552873,382.7250336,23.30688537,23853,27.80458738,68
3.160536054,400.448873,18.29092304,26761,19.20377606,73
2.897612511,398.0026228,22.48363714,26794,23.2980898,78.5
3.652589007,503.0854303,24.20751969,27887,26.82821048,85
3.800476191,496.0607434,28.3754603,27836,20.87324292,90
3.963022904,498.6297182,28.46256247,29939,28.44660915,95
4.098794629,495.9913606,37.91514322,29869,32.74296132,100
